flightnum,origin,dest
352,LGA,MCO
207,MCO,CAK
481,MCO,SJU
808,PIT,TPA
587,ROC,MCO
179,ATL,DCA
575,ATL,EWR
356,ATL,LGA
355,ATL,LGA
500,ATL,LGA
372,ATL,LGA
348,BWI,MKE
164,DTW,MCO
374,HPN,RSW
210,MCO,LGA
348,MKE,LAS
396,RSW,IND
140,ATL,DTW
177,ATL,RSW
823,BWI,PWM
906,ATL,PHF
365,LGA,ATL
892,FNT,TPA
373,LGA,ATL
204,ATL,CAK
176,ATL,DCA
499,BWI,ATL
816,BWI,ATL
269,DAB,ATL
157,DCA,ATL
305,DEN,ATL
88,FLL,ATL
351,LGA,ATL
441,MKE,ATL
465,MSY,ATL
928,TPA,CAK
712,IND,SRQ
631,MCO,BOS
562,ATL,BMI
738,LAS,CAK
280,ATL,BOS
355,ATL,LGA
477,DAB,LGA
435,ATL,MKE
348,BWI,MKE
219,MDW,MSP
756,FLL,PHL
70,ATL,FLL
819,MCO,MSP
835,MCO,MDW
681,MKE,RSW
272,ATL,BOS
551,STL,ATL
930,ATL,JAX
28,ATL,MDW
897,BWI,DAB
102,ATL,DFW
26,ATL,MDW
16,HNL,SAN
40,OGG,PDX
508,LIH,OGG
3014,FAT,LAX
3026,MRY,LAX
3139,SBP,LAX
3144,SJC,SAN
3194,SBP,LAX
3225,DFW,LFT
3244,LFT,DFW
3255,DFW,GGG
3292,LFT,DFW
3354,DAL,MCI
3356,VPS,DFW
3372,CID,DFW
3386,MSN,DFW
3386,MSN,DFW
3386,MSN,DFW
3396,GSO,DFW
3410,CAE,DFW
3423,DFW,CLE
3424,MOB,DFW
3433,DFW,CRP
3444,PIA,DFW
3450,CMI,DFW
3457,DFW,CVG
3467,DFW,FWA
3472,BTR,DFW
3484,CHS,DFW
3494,SBA,DFW
3509,DFW,JAN
3531,DFW,CLE
3556,LRD,DFW
3565,DFW,CRP
3568,CRP,DFW
3570,CID,DFW
3590,FNT,DFW
3596,TYS,DFW
3598,CMH,DFW
3602,MKE,DFW
3604,MDT,DFW
3604,MDT,DFW
3606,CLE,DFW
3618,ORF,DFW
3626,CLE,DFW
3636,LRD,DFW
3638,AMA,DFW
3642,GRK,DFW
3647,DFW,SGF
3663,DFW,SGF
3674,DSM,DFW
3676,MSN,DFW
3680,FSM,DFW
3693,DFW,GRR
3699,DFW,SGF
3714,PIT,DFW
3720,CVG,DFW
3735,DFW,LIT
3735,DFW,LIT
3738,GSP,DFW
3747,DFW,GSP
3750,JAN,DFW
3770,SGF,DFW
3778,TYS,DFW
3778,TYS,DFW
3780,FWA,DFW
3780,FWA,DFW
3794,FWA,DFW
3796,GRR,DFW
3797,DFW,HOU
3803,DFW,MKE
3811,DFW,AMA
3830,PNS,DFW
3838,SAV,DFW
3854,PNS,DFW
3855,DFW,PNS
3860,VPS,DFW
3862,VPS,DFW
3864,SGF,DFW
3868,HSV,DFW
3888,PNS,DFW
3894,MTJ,DFW
3900,CMH,MIA
3922,ORD,MSN
3938,ORD,LIT
3947,ORD,BMI
3956,GRB,MQT
3963,LIT,ORD
3971,MIA,CVG
3996,ORD,CHA
4006,ORD,GRR
4026,BNA,ORD
4048,GPT,ORD
4048,GPT,ORD
4065,PVD,ORD
4085,ORD,MKE
4089,ORD,GSP
4096,ORD,MKE
4099,ORD,GSP
4175,ORD,DSM
4230,ALB,ORD
4243,DSM,ORD
4274,BDL,ORD
4276,OMA,ORD
4324,EVV,ORD
4350,CVG,MIA
4350,CVG,MIA
4367,ORD,GRB
4392,JFK,ORD
4416,ORD,HPN
4419,HPN,ORD
4457,ORD,CLT
4485,SDF,ORD
4490,ORD,CVG
4497,BDL,ORD
4516,MIA,TLH
4570,RDU,BOS
4584,DCA,XNA
4584,DCA,XNA
4673,RDU,JFK
4686,RDU,CMH
4692,RDU,MCI
4710,RDU,JFK
4722,STL,JFK
4732,RDU,LGA
4778,DCA,BOS
4821,DSM,LGA
4834,LGA,XNA
4849,LGA,CMH
4868,DTW,LGA
4890,LGA,CLE
4891,LGA,CLE
4894,CLT,LGA
4894,CLT,LGA
4913,LGA,XNA
4913,LGA,XNA
4914,LGA,CVG
183,MSP,SAN
246,DTW,FLL
256,PHX,DTW
257,DTW,PHX
275,DTW,SAN
278,SAN,DTW
279,DTW,MEM
294,MEM,DTW
335,DTW,LAX
353,MEM,MSY
411,MSP,DFW
414,MSP,FCA
419,MCO,DTW
440,MSP,TPA
449,MEM,MSP
490,DTW,TPA
508,MSP,LGA
540,DTW,LGA
593,DCA,MSP
632,MEM,LGA
636,IND,FLL
636,IND,FLL
668,IND,LGA
778,MSP,DCA
795,MSP,MKE
853,IAD,DTW
948,MEM,MKE
955,MCO,MEM
962,MEM,FLL
1046,BIL,MSP
1046,BIL,MSP
1075,TPA,IND
1076,IND,TPA
1184,DTW,IAH
1184,GRB,DTW
1203,MSP,RAP
1230,COS,MSP
1425,MEM,MKE
1426,MSP,ATL
1428,MSP,ATL
1433,ATL,MSP
1469,MSP,MOT
1470,MSP,MEM
1580,IND,DTW
1608,MSP,HDN
1611,OMA,MEM
1628,IAH,DTW
1639,EGE,MSP
1688,DTW,RDU
1701,DTW,MBS
1756,MCI,DTW
1763,PHL,DTW
1788,GRR,MCO
5364,JFK,BDL
5686,DCA,BOS
5057,PVD,ATL
2009,ATL,IAH
2029,ATL,HSV
2030,ATL,LIT
2094,STX,MGM
2825,IDA,MSP
2899,MSN,LGA
2954,DTW,CID
2961,DTW,BGR
2972,AVL,DTW
3707,DTW,MLI
3727,DTW,GSP
3753,FNT,LGA
3770,DTW,CAK
3785,DTW,RIC
3795,BHM,DTW
4716,IND,MCI
4731,IND,FLL
4742,ROC,MSP
4747,MSP,CMH
4749,HLN,MSP
4749,HLN,MSP
4749,HLN,MSP
4749,HLN,MSP
4749,HLN,MSP
4749,HLN,MSP
4750,GRR,LGA
4754,IND,RSW
4777,IND,LGA
4787,BOS,IND
4788,IND,DCA
4795,PHL,IND
5614,MSP,XNA
5681,STL,MSP
5683,MSP,FAR
5703,BTR,MEM
5704,PIT,MEM
5712,IAH,MEM
5732,SHV,MEM
5737,BOS,MEM
5764,OMA,MEM
5771,MEM,CHA
5772,GSP,MEM
5787,MEM,CLE
5788,JAN,MEM
5795,MEM,RDU
5799,BTR,MEM
5803,DTW,EVV
5812,TYS,DTW
5827,DTW,BNA
5841,ELM,DTW
5886,DTW,STL
5888,DTW,LEX
5906,MEM,CLT
5909,CLT,MEM
5932,MEM,PHL
5949,PFN,MEM
5965,GSO,MEM
40,LAX,JFK
72,HNL,ORD
127,JFK,SAN
160,SAN,JFK
160,SAN,JFK
164,LAX,EWR
299,MIA,LAX
311,STL,SNA
343,RIC,DFW
352,BUR,DFW
352,BUR,DFW
352,BUR,DFW
366,ORD,LGA
378,ORD,LGA
380,ORD,LGA
384,SAN,DFW
388,BUR,DFW
392,ORD,LGA
395,MIA,DFW
412,STT,JFK
412,STT,JFK
412,STT,JFK
412,STT,JFK
412,STT,JFK
416,SLC,DFW
417,MEM,DFW
455,ORD,LAX
460,DFW,CMH
473,FLL,DFW
490,PSP,DFW
493,DTW,DFW
499,PBI,DFW
511,DFW,COS
520,SFO,DFW
533,DFW,SAN
558,PHX,DFW
565,ATL,DFW
578,SAN,DFW
606,LAS,DFW
613,JFK,MIA
617,MIA,DFW
633,SJU,DFW
668,FAT,DFW
672,STT,MIA
672,STT,MIA
672,STT,MIA
672,STT,MIA
682,SJC,DFW
689,MSP,DFW
691,IND,DFW
692,MIA,EWR
692,MIA,EWR
695,LGA,FLL
704,DFW,LGA
705,LGA,DFW
707,LGA,DFW
708,DFW,LGA
708,DFW,LGA
709,DFW,DEN
709,LGA,DFW
711,FLL,ORD
716,ORD,MCO
720,MSY,DFW
721,LGA,DFW
730,ORD,FLL
731,LGA,DFW
732,DFW,LGA
743,LGA,DFW
753,LGA,DFW
775,LGA,MIA
802,LAX,DFW
828,BUR,DFW
828,BUR,DFW
828,BUR,DFW
840,STL,LGA
856,STT,BOS
856,STT,BOS
856,STT,BOS
859,PHL,MIA
873,DTW,MIA
886,DFW,MSP
893,STL,SAT
1028,DEN,DFW
1029,MCI,DFW
1030,STL,LGA
1034,DFW,MCO
1062,STL,MCO
1073,MCO,DFW
1088,BNA,LGA
1098,PHX,ORD
1112,MSP,DFW
1124,MIA,LGA
1127,JAX,DFW
1133,BOS,DFW
1141,PBI,DFW
1142,ATL,LGA
1150,LAS,DFW
1165,JFK,MIA
1171,IND,DFW
1173,STL,DFW
1181,PHL,DFW
1183,DFW,OKC
1204,DFW,RDU
1209,ATL,DFW
1231,DAY,DFW
1238,SEA,ORD
1242,SJC,DFW
1256,MIA,LGA
1264,ONT,DFW
1271,DCA,DFW
1281,BOS,DFW
1289,PHL,DFW
1303,DFW,OAK
1306,SFO,DFW
1309,DFW,RNO
1315,IAD,DFW
1324,SFO,ORD
1352,COS,DFW
1353,CLT,DFW
1359,ORD,ATL
1360,PDX,DFW
1360,PDX,DFW
1361,DFW,COS
1368,MCO,LGA
1375,BDL,SJU
1390,DFW,XNA
1390,LAX,DFW
1397,OMA,DFW
1408,RIC,DFW
1426,SJC,DFW
1433,FLL,DFW
1440,TPA,LGA
1449,TPA,DFW
1450,ORD,EWR
1452,OAK,DFW
1475,BWI,DFW
1476,PHX,DFW
1511,MCO,DFW
1515,DEN,DFW
1525,BDL,DFW
1534,SLC,DFW
1542,SEA,DFW
1549,SJU,DFW
1558,SNA,DFW
1560,DEN,DFW
1560,DEN,DFW
1563,BOS,STL
1567,JFK,STT
1568,STT,JFK
1568,STT,JFK
1578,RNO,DFW
1587,PHL,DFW
1607,BOS,DFW
1620,PBI,LGA
1625,BWI,DFW
1657,ATL,DFW
1661,DFW,SEA
1675,BNA,DFW
1677,ORD,SNA
1697,MCO,ORD
1699,ATL,DFW
1701,RDU,DFW
1705,EWR,DFW
1717,PHL,DFW
1739,DCA,DFW
1744,SAN,DFW
1747,DFW,SNA
1749,MCO,DFW
1749,MCO,DFW
1763,ORD,SNA
1796,MSY,ORD
1818,MIA,LGA
1818,MIA,LGA
1821,JFK,DFW
1832,MCO,LGA
1833,MCO,DFW
1850,SNA,DFW
1850,SNA,DFW
1862,COS,DFW
1868,DFW,ATL
1874,BUR,DFW
1874,BUR,DFW
1874,BUR,DFW
1885,RDU,DFW
1914,LAS,DFW
1920,LAX,SFO
1981,BOS,DFW
1981,BOS,DFW
2005,BDL,MIA
2046,SEA,DFW
2068,ONT,DFW
2083,SJU,FLL
2095,CMH,DFW
2103,LGA,MIA
2193,DCA,DFW
2193,DCA,DFW
2200,SMF,DFW
2200,SMF,DFW
2207,MIA,DFW
2209,DFW,EGE
2218,SJC,DFW
2240,EGE,ORD
2242,JAC,DFW
2252,JAC,ORD
2252,JAC,ORD
2253,ORD,JAC
2279,DFW,MIA
2287,DFW,EGE
2287,DFW,EGE
2292,LAX,EGE
2296,ORD,PHL
2305,ORD,DFW
2306,EGE,DFW
2309,ORD,DFW
2313,ORD,DFW
2340,DFW,ORD
2344,DFW,ORD
2353,ORD,DFW
2370,ATL,LGA
2375,ORD,EGE
2392,EGE,LGA
2392,EGE,LGA
2396,EGE,EWR
2445,RSW,DFW
2466,SFO,DFW
2483,BOS,DFW
2493,MIA,DFW
811,DFW,SEA
143,ANC,FAI
547,SAN,SEA
65,WRG,PSG
17,MIA,SEA
64,PSG,WRG
443,ONT,SEA
61,YAK,CDV
16,SEA,MIA
536,SEA,SAN
504,PDX,SAN
502,SEA,SAN
395,SNA,SEA
413,SMF,SEA
541,OAK,SEA
446,OAK,SNA
152,ANC,OME
151,OTZ,OME
61,YAK,CDV
202,JFK,BUF
427,BOS,PBI
1119,BUF,FLL
505,EWR,FLL
811,IAD,FLL
1,JFK,FLL
375,LGA,FLL
369,LGA,PBI
1125,RDU,FLL
447,BOS,TPA
858,RSW,JFK
12,FLL,JFK
372,FLL,LGA
215,JFK,LGB
177,JFK,PHX
100,OAK,JFK
362,PBI,LGA
858,RSW,JFK
640,SFO,JFK
84,FLL,JFK
1148,MCO,BTV
241,OAK,LGB
838,PBI,JFK
231,SLC,LGB
28,TPA,JFK
26,FLL,JFK
358,BUR,JFK
120,MSY,JFK
489,BOS,LGB
358,BUR,JFK
358,BUR,JFK
358,BUR,JFK
185,JFK,SAN
759,BOS,SJU
352,BUR,JFK
354,BUR,JFK
358,BUR,JFK
309,IAD,SAN
359,JFK,BUR
195,JFK,LAS
185,JFK,SAN
637,BOS,SFO
350,BUR,JFK
352,BUR,JFK
354,BUR,JFK
195,JFK,LAS
501,EWR,FLL
372,FLL,LGA
362,PBI,LGA
99,JFK,OAK
377,LGA,FLL
1121,RIC,FLL
489,BOS,LGB
637,BOS,SFO
376,FLL,LGA
477,BOS,OAK
637,BOS,SFO
471,BOS,SJC
637,BOS,SFO
808,FLL,JFK
483,BOS,LAS
477,BOS,OAK
637,BOS,SFO
471,BOS,SJC
41,EWR,SFO
41,EWR,SFO
50,IAH,EWR
62,IAH,EWR
132,SAN,IAH
132,SAN,IAH
155,PBI,EWR
186,SNA,EWR
194,LAX,IAH
196,LAS,IAH
223,SEA,IAH
251,AUS,EWR
254,SFO,CLE
259,DCA,IAH
276,IAH,PHL
308,PDX,IAH
356,LAS,EWR
382,IAH,BOS
427,SAN,EWR
447,ORD,IAH
462,EWR,SJC
466,SJU,EWR
477,RSW,EWR
485,PDX,EWR
510,IAH,EWR
522,MSY,IAH
536,PHX,EWR
555,CLE,SFO
632,IAH,LGA
644,IAH,CLE
661,SAT,EWR
669,CLE,PHX
726,ONT,IAH
758,OAK,IAH
776,IAH,PHL
855,PBI,EWR
1002,EWR,LAX
1049,SFO,EWR
1131,EWR,DFW
1133,EWR,DFW
1135,EWR,DFW
1136,DFW,EWR
1139,EWR,DFW
1175,EWR,ORD
1403,LAX,EWR
1410,SRQ,EWR
1426,EWR,SAN
1438,DAB,EWR
1461,EWR,FLL
1470,BOS,CLE
1480,IAH,EGE
1526,MCO,EWR
1531,BOS,CLE
1544,IAH,CLE
1547,IAH,SAN
1555,PBI,EWR
1574,EGE,EWR
1574,EGE,EWR
1574,EGE,EWR
1576,SJC,IAH
1580,SEA,EWR
1606,SAN,IAH
1607,TPA,IAH
1619,TPA,EWR
1683,CLE,TPA
1703,LAX,EWR
1747,MCO,CLE
1810,SMF,IAH
1814,HDN,EWR
1827,SAN,EWR
1833,LGA,IAH
1835,EWR,PHX
1858,EWR,EGE
1883,STT,EWR
1883,STT,EWR
1080,ATL,BDL
661,ATL,EGE
1107,ATL,DFW
1127,TPA,SLC
488,SJU,ATL
1774,FLL,LAS
22,LAS,ATL
50,IAH,ATL
513,LGA,ATL
520,SRQ,ATL
561,IAD,ATL
628,DFW,ATL
671,BOS,ATL
818,SJU,ATL
874,SLC,ATL
959,ONT,ATL
982,LAX,ATL
992,SLC,RDU
1041,PHL,ATL
1043,BWI,ATL
1151,EWR,ATL
1172,RNO,ATL
1266,ATL,RDU
1431,DAY,ATL
1469,SMF,ATL
1504,SAT,ATL
1668,FLL,ATL
1683,MCI,ATL
1754,RSW,ATL
1778,SNA,ATL
1263,ATL,MIA
1014,BOS,FLL
1629,BOS,FLL
1833,LGA,PBI
1881,CVG,FLL
488,SJU,ATL
502,ATL,LGA
657,BOS,MCO
1179,ATL,TPA
1238,CVG,LGA
1273,ATL,HNL
1648,LAS,FLL
1736,HDN,ATL
1783,TPA,LGA
1853,LGA,TPA
1888,MCO,LGA
134,ATL,JFK
148,SFO,JFK
462,ATL,DCA
504,ATL,LGA
518,ATL,LGA
1134,SLC,CLE
1208,SLC,DCA
1482,FLL,LGA
1644,HDN,LGA
1657,ATL,PHL
1679,RIC,ATL
1705,GSO,ATL
1836,TPA,JFK
1873,ATL,PHL
1888,MCO,LGA
1894,PBI,LGA
78,LAX,JFK
747,CVG,SEA
1467,MCO,BDL
421,JFK,LAS
1736,HDN,ATL
435,JFK,LAX
488,SJU,ATL
1006,SJU,ATL
1543,SLC,CVG
1576,PDX,ATL
62,DFW,ATL
108,MCO,ATL
124,LAS,ATL
526,EGE,ATL
673,BOS,ATL
1043,BWI,ATL
1407,BOS,MCO
1702,ATL,CLT
31,JFK,LAX
526,EGE,ATL
598,SJU,ATL
1262,AUS,ATL
1472,PHL,SLC
608,MCI,OKC
599,MDW,DTW
1929,MDW,PHX
988,PHX,HOU
65,BHM,PHX
130,MDW,PHL
988,PHX,HOU
1333,MDW,LAS
2506,MDW,RSW
1649,SAN,DEN
491,MCI,MCO
323,MDW,ALB
717,TPA,ABQ
92,HOU,DEN
1579,LAX,LAS
452,BNA,MDW
2626,BNA,MDW
394,CLE,MDW
1239,LAS,BUR
2121,MHT,MDW
577,OMA,MDW
653,PHX,SAN
2897,PIT,MDW
2711,PHX,OKC
1775,SEA,SJC
2176,BWI,PBI
494,STL,LIT
267,CLE,BWI
559,HOU,BNA
2804,JAX,BNA
567,MDW,TPA
296,MSY,BNA
1403,PBI,ISP
1142,SDF,BHM
1123,ALB,TPA
2160,BWI,DEN
2773,BWI,ISP
1579,LAX,LAS
1047,PDX,RNO
3952,MDW,RSW
3508,PHX,BNA
396,ABQ,DAL
1307,BWI,MCI
1069,ELP,AUS
2099,ELP,DAL
2096,MDW,HOU
657,OAK,SAN
1217,PHX,SAT
388,STL,DAL
295,LAS,STL
306,LIT,PHX
3605,MDW,ISP
1178,BHM,DAL
828,BNA,PHX
2133,MCO,BWI
1972,MDW,PHL
1561,MDW,PHX
3090,OAK,MDW
973,LAS,BWI
1566,MCO,BWI
1079,MDW,TPA
3862,MHT,BWI
167,ORF,BWI
2279,PVD,BWI
174,RSW,MDW
1041,AUS,MAF
706,DAL,ABQ
2721,BNA,MCI
1307,BWI,MCI
214,DAL,MCI
3842,DEN,MCI
81,MCI,DAL
881,MSY,DAL
1222,STL,DAL
908,STL,MCI
35,DAL,HOU
43,DAL,HOU
26,HOU,DAL
28,HOU,DAL
2798,HOU,MDW
1937,IAD,MDW
1750,LAS,MDW
2011,LAX,MDW
330,MCO,STL
168,MDW,LIT
323,PHX,MDW
2178,PHX,STL
441,SAT,DAL
503,SAT,DAL
3170,SEA,MDW
3402,SJC,MDW
613,SLC,MDW
2793,TPA,BWI
565,SMF,SNA
2288,MHT,PHL
2784,CHS,EWR
209,TUS,AUS
216,SAT,SMF
224,SMF,OKC
500,SAT,ABQ
7755,LAX,RNO
7763,LAX,RNO
2000,ORD,IAH
2363,IAH,OKC
2133,IAH,COS
2331,BNA,IAH
2815,IAH,DFW
3123,IAH,MSY
2351,CLE,STL
2540,BNA,IAH
2179,BNA,IAH
2258,AVL,IAH
2234,EWR,DAY
3096,MKE,EWR
2918,IAH,VPS
2345,MDW,CLE
3003,BNA,EWR
2087,IAH,JAN
2494,SDF,EWR
2116,IAH,PSP
2029,MKE,IAH
2822,IAH,GSP
2994,CLT,EWR
2072,RIC,IAH
2017,MSP,IAH
3124,IAH,BTR
2582,IAH,OKC
2944,IAH,MEM
2563,STL,IAH
2603,IAH,RSW
3003,IAH,BNA
2533,PIT,IAH
1247,EWR,MDW
2601,EWR,SAV
2608,EWR,XNA
2757,EWR,GSO
2726,OKC,IAH
2517,SAV,EWR
2634,EWR,BNA
2631,IAH,LFT
2029,EWR,MKE
2661,CLE,MCI
2943,EWR,MEM
2590,IAH,MCI
2085,TYS,EWR
2695,IAH,BHM
2622,ORF,IAH
2469,IAH,MKE
2994,CLT,EWR
2815,IAH,DFW
3003,BNA,EWR
2385,IAH,BRO
2288,IAH,DAY
2364,EWR,STL
2437,CVG,IAH
2394,EWR,MCI
2666,IAH,RDU
2656,MKE,EWR
2359,EWR,CLT
2280,MEM,IAH
2175,BNA,IAH
1202,EWR,IAD
2567,BNA,EWR
3003,BNA,EWR
2631,DTW,CLT
7076,IAD,SAT
7319,IAD,SAV
2694,PNS,CLT
7339,IAD,CHS
2641,CLT,SDF
2749,LAS,SBP
2725,PHX,SBA
2626,CLT,JFK
7272,IAD,ROA
7259,ORD,DSM
7312,PIT,IAD
2664,STL,CLT
7129,BNA,ORD
7225,PWM,ORD
7332,SAV,IAD
7333,DEN,ASE
7062,DEN,GUC
7224,ORD,PWM
2864,PHX,MFR
7164,IAD,GSO
7272,IAD,ROA
7198,MHT,IAD
2838,PHX,BUR
2752,PHX,SBP
7121,DSM,ORD
2884,PHX,IAH
2946,PHX,MEM
7189,RDU,IAD
2651,SAV,CLT
7169,SAV,ORD
2608,MEM,CLT
2721,PHX,SBA
5128,LEX,ATL
4960,CVG,RSW
4988,JAX,LGA
5689,MHT,CVG
4958,CVG,MSP
5063,SYR,JFK
5320,PIT,JFK
5375,CLE,JFK
5469,JFK,ORD
5689,MHT,CVG
5009,JFK,ROC
5016,TUL,CVG
5382,OKC,CVG
5438,TPA,LGA
5545,CVG,BHM
5584,JAX,LGA
5268,RIC,LGA
5355,GSP,LGA
5499,RDU,LGA
5267,CVG,ILM
5329,CVG,DFW
4941,JFK,DCA
5311,CVG,COS
5645,BOS,DCA
3893,SLC,SBA
3927,SLC,SBP
5576,SFO,SBA
5852,LAX,ASE
6485,ORD,SGF
4145,MSP,ATL
4035,SLC,ASE
5846,BIS,DEN
5880,LNK,DEN
5972,BFL,DEN
6068,SBA,DEN
6118,MKE,DEN
6183,FSD,DEN
6570,HSV,DEN
6572,DEN,ASE
6675,FAT,DEN
6719,MSO,DEN
6818,SFO,ASE
4080,SLC,ASE
4118,SLC,ASE
6009,DEN,RAP
6550,TUS,DEN
3983,ATL,XNA
2512,SAT,MCI
2872,MKE,EWR
2933,AUS,MCI
4120,ATL,DFW
6045,ORD,FSD
2532,MKE,BDL
3938,SLC,BTM
5848,MEM,ORD
5851,XNA,ORD
5875,CID,ORD
5892,BZN,ORD
5904,ORD,TVC
6007,COS,ORD
6561,DEN,GTF
6598,SGF,ORD
6669,ORD,BZN
6561,BIL,GTF
6218,ORD,HPN
2874,MKE,EWR
5964,ORD,GRB
3833,SJC,SLC
4008,BUR,SLC
4027,CMH,SLC
6016,ORD,HPN
6683,DEN,SLC
3731,SLC,SGU
5714,LAX,SGU
4085,CLE,SLC
5733,GEG,SEA
5859,SAV,ORD
5965,ORD,SGF
3824,BIS,RAP
3824,SLC,RAP
6647,ORD,OMA
6660,DEN,CID
6703,ORD,MEM
6714,DEN,MEM
2519,MSP,MKE
2559,PHL,MKE
2582,PIT,MKE
2631,MKG,MKE
2654,CMH,MKE
2688,IND,MKE
2756,DSM,MKE
2778,CLE,MKE
2780,CWA,MKE
2791,GRB,MKE
2889,EWR,MKE
4118,SLC,ASE
6216,DFW,ORD
4004,SAT,SLC
6588,SFO,RNO
4017,SLC,SAT
5714,LAX,SGU
6059,ORD,HPN
6765,DEN,BZN
4120,ATL,DFW
5490,SFO,SBA
6219,LAX,DFW
6430,LAX,SAT
52,KOA,SFO
62,LIH,SFO
88,SFO,EWR
97,EWR,LAX
103,BTV,ORD
114,LAX,ORD
116,LAX,ORD
138,SFO,ORD
159,ORD,SFO
189,ORD,SAN
200,SEA,ORD
219,IAD,SFO
235,BTV,ORD
261,IAD,SEA
266,ORD,DAY
270,SNA,DEN
275,ORD,MCI
321,ATL,ORD
338,DEN,DFW
341,RIC,ORD
343,PVD,ORD
362,DEN,MCI
416,DEN,TUL
431,IAD,MSY
442,SAN,ORD
462,ORD,ROC
467,BWI,DEN
472,ORD,ROC
473,ORD,SNA
473,ORD,SNA
481,MHT,ORD
485,DTW,DEN
494,DEN,DFW
533,BOS,ORD
545,BOS,ORD
600,ORD,DCA
610,ORD,DCA
614,ORD,DCA
614,SLC,ORD
620,ORD,DCA
637,PHL,ORD
670,ORD,LGA
672,ORD,LGA
688,ORD,LGA
689,LGA,ORD
689,LGA,ORD
693,LGA,ORD
701,MCI,DEN
725,ORD,DFW
730,SNA,ORD
745,LGA,DEN
761,CMH,DEN
766,SNA,ORD
766,SNA,ORD
766,SNA,ORD
779,BOS,DEN
834,LAS,IAD
834,LAS,IAD
836,ORD,LGA
840,LAX,JFK
862,LAX,IAD
909,ORD,DEN
916,SEA,IAD
966,LAX,IAD
970,SAN,IAD
970,SAN,IAD
994,SLC,ORD
1055,DEN,OGG
1108,OMA,ORD
1128,ORD,BWI
1173,STL,DEN
1219,PHL,ORD
1259,MHT,ORD
1280,TUS,IAD
1428,DEN,MCO
1474,PHX,ORD
1496,PHX,ORD
1519,LAS,ORD
1522,LAS,ORD
1522,LAS,ORD
1523,MCO,ORD
1545,FLL,ORD
1585,TPA,ORD
1621,LAX,MSY
1675,ORD,SJU
80,BWI,LAS
50,LAS,JFK
255,PHL,PHX
650,PHL,SFO
965,PHL,SFO
70,PHX,SEA
1829,LAS,PHL
965,PHL,SFO
1161,BOS,PHX
849,IAH,CLT
1165,PHL,CLT
1521,PHL,CLT
1245,PHL,TPA
1947,DCA,FLL
1741,DCA,TPA
429,PHX,OGG
45,PHX,KOA
429,PHX,OGG
432,PHX,OGG
1624,CLT,LGA
1195,PHL,PHX
967,BDL,DCA
1987,CLT,BNA
2024,DCA,BOS
1154,MSY,PHL
1477,PHL,LAS
1981,DCA,TPA
1989,CLT,RSW
1125,DCA,RSW
1157,PHL,RSW
59,PHX,IAD
454,MSP,PHX
397,LAS,DFW
50,LAS,JFK
711,PHL,DFW
1893,CLT,STL
1193,PHL,PHX
47,LIH,PHX
26,OGG,PHX
1697,CLT,RSW
735,PHL,LAS
1105,CLT,DFW
1437,CLT,LAX
1126,CLT,DFW
1774,CLT,IAD
1910,CLT,LGA
320,LAS,ORD
5,PHX,ORD
1005,PHL,SJU
1178,MCO,CLT
1890,MIA,CLT
1500,SAN,PHL
1508,SAN,PHL
2035,BOS,DCA
2037,BOS,DCA
994,RSW,CLT
1500,SAN,PHL
592,SEA,PHX
1437,CLT,LAX
2288,MHT,PHL
527,SJC,ONT
1087,DAL,STL
429,MCO,MSY
3135,PHX,LAX
576,LAS,BUR
1264,SLC,DFW
1563,ATL,DFW
1858,MCO,JFK
127,JFK,SAN
1159,RDU,SLC
1456,BDL,TPA
1955,LGA,DCA
738,OGG,SLC
1016,RSW,ATL
926,ATL,LGA
1187,JFK,SLC
1441,ATL,MSY
1282,HNL,ATL
1069,ATL,DFW
1439,ATL,DFW
1120,SLC,DCA
802,ATL,DCA
734,MIA,JFK
706,ATL,BOS
1675,CVG,SFO
4184,ATL,ATW
4202,ATL,PFN
4274,ATL,OAJ
4278,ATL,FAY
4347,ATL,HHH
4377,SRQ,LGA
4394,ATL,ORF
4417,EYW,ATL
4422,ATL,VPS
4438,ATL,PHF
4491,ATL,MHT
4531,ATL,LAW
4536,AEX,ATL
4556,ATL,GSO
4587,CVG,SGF
4619,ATL,SGF
4623,OMA,ATL
4625,ATL,ILM
4626,ACY,ATL
4654,PVD,ATL
4710,SYR,ATL
4719,MDT,ATL
4738,SWF,ATL
4741,BMI,ATL
4761,ATL,OAJ
4764,ATL,MOB
4784,BTR,ATL
4798,ATW,ATL
4856,ATL,HPN
4899,ATL,STL
4902,ATL,ROA
626,DTW,DEN
198,DAY,DEN
677,MCO,DEN
231,BNA,DEN
169,DEN,SJC
118,DEN,PBI
122,DEN,DFW
134,DEN,DFW
882,BOS,TPA
52,SFO,ATL
266,FNT,ATL
853,MSP,ATL
900,PHF,ATL
989,PIT,ATL
278,ATL,BOS
554,BUF,MCO
851,MDW,MCO
870,MDW,RSW
957,BWI,FLL
108,DFW,ATL
870,MDW,RSW
32,ATL,MDW
379,ATL,MSY
910,ATL,PHF
3,MKE,MCO
670,HPN,MCO
646,ATL,HPN
645,ATL,HPN
887,BUF,RSW
103,DFW,ATL
680,FLL,HPN
659,PBI,HPN
85,ATL,FLL
222,FLL,PHF
115,MCO,DFW
599,TPA,SWF
360,ATL,LGA
810,BOS,BWI
379,ATL,MSY
829,MDW,MCO
673,MCO,HPN
