flightnum,origin,dest
6729,DEN,LAX
6981,SFO,LAX
6010,ACV,SFO
9582,IAH,ACT
3618,CPR,GJT
3635,SGU,GJT
3636,COD,IDA
3641,EKO,PIH
3856,RAP,IDA
3862,PSC,TWF
3999,PHX,TWF
4105,JAC,TWF
6090,LAX,SJC
6224,SFO,SJC
6461,SLC,SMF
3640,SLC,RNO
3610,SLC,TWF
3787,SLC,HLN
3726,GSO,SHV
3752,TLH,AUS
3854,SLC,CPR
3446,DTW,EWR
2386,IAH,AVL
3440,IAH,PNS
2422,EWR,CLT
2270,BRO,IAH
2516,SAV,IAH
2903,LFT,IAH
2701,IAH,PSP
3359,EWR,MSP
3230,BNA,IAH
2461,IAH,LBB
2246,ORF,IAH
2018,LEX,IAH
2116,DAY,IAH
2872,IND,IAH
2054,EWR,MKE
2808,CLE,BDL
2344,EWR,CVG
2098,IAH,TYS
3208,EWR,AVL
2843,CLE,MKE
2707,IAH,AMA
2517,SAV,EWR
2169,CLE,DFW
2092,EWR,IAD
2719,CHS,IAH
2327,CLE,MSY
2556,EWR,OKC
2751,CHS,IAH
2587,OKC,IAH
2961,IAH,PSP
2261,EWR,DTW
116,LAX,PIE
598,MDW,RSW
954,DFW,MDW
39,LAX,OGG
111,ORD,LAX
115,ORD,MCI
155,LAS,DEN
157,ORD,SFO
171,BOS,SFO
180,LAX,BOS
281,ORD,MSY
288,LAX,MIA
289,MIA,LAX
418,DEN,EWR
446,ORD,CLT
449,MSP,DEN
825,ATL,SRQ
1081,CVG,RSW
1539,ATL,RSW
1593,ATL,RSW
1951,LAS,ATL
1270,RSW,CVG
2470,FLL,BOS
953,ATL,BTR
325,CVG,ATL
361,LGA,ATL
975,ORF,ATL
2239,MEM,ATL
532,ATL,MDW
1510,ATL,FLL
552,SAT,CVG
1253,TPA,CVG
2136,PBI,CVG
2177,CVG,EGE
1514,ATL,EWR
291,ATL,MSY
803,ATL,MSY
2151,CVG,MSY
780,ATL,TPA
1205,ATL,MOB
2517,BOS,MCO
2523,BOS,TPA
214,EGE,ATL
2011,DAY,ATL
2103,ATL,PBI
2462,FLL,LGA
2503,BOS,PBI
1794,ATL,MYR
2051,MCO,SLC
2178,EGE,CVG
214,EGE,ATL
950,ATL,ORD
1041,TPA,DFW
4133,ATL,VPS
4135,ATL,VPS
4160,ATL,LEX
4179,DFW,ONT
4197,ATL,MYR
4230,GNV,ATL
4232,DFW,JAN
4243,LEX,DFW
4253,JAX,DFW
4270,ATL,AVL
4308,PFN,ATL
4316,MOB,DFW
4387,MSP,DFW
4393,ATL,BTR
4417,MGM,DFW
4435,MKE,ATL
4441,PFN,ATL
4475,JAN,DFW
4479,CHS,DFW
4484,DFW,JAN
4495,HSV,DFW
4498,BNA,DFW
4512,DFW,BTR
4521,ATL,SAT
4539,ATL,GPT
4553,DTW,DFW
4560,DFW,DTW
4581,SAV,DFW
4582,ABE,ATL
4607,GPT,DFW
4615,VPS,DFW
4646,ATL,PIA
4654,TYS,DFW
4674,CVG,DFW
4739,LEX,DFW
4845,EYW,ATL
4847,EYW,ATL
4858,MSY,DFW
4876,ATL,AVL
4901,DFW,PNS
115,MCO,DFW
153,ATL,MSY
870,MCO,MSP
793,PHL,TPA
57,IAD,ATL
278,ATL,BOS
927,CAK,TPA
294,HOU,ATL
230,PBI,ATL
588,MCO,ROC
369,LGA,ATL
352,ATL,LGA
856,ATL,MSP
300,DEN,ATL
103,ATL,DFW
419,TPA,BWI
25,PDX,HNL
90,HNL,LNY
90,LNY,MKK
90,LNY,MKK
90,LNY,MKK
90,LNY,MKK
291,MCO,PHX
551,PHX,DFW
587,PHX,GEG
611,LAS,ATL
232,DTW,LAS
399,LAS,DFW
417,BDL,PHX
587,PHX,GEG
528,PHX,RNO
454,DCA,PHX
831,EWR,LAS
285,ORD,PHX
3003,LAX,SBP
3024,MRY,LAX
3159,LAX,SJC
3464,LRD,DFW
3486,BTR,DFW
3523,DFW,CLE
3540,BTR,DFW
3553,DFW,LBB
3564,GSO,DFW
3564,GSO,DFW
3564,GSO,DFW
3596,TYS,DFW
3598,CMH,DFW
3607,DFW,CLE
3616,GSO,DFW
3622,CRP,DFW
3646,SGF,DFW
3648,GSO,DFW
3691,DFW,BTR
3718,TYS,DFW
3744,JAN,DFW
3747,DFW,GSP
3776,CVG,DFW
3792,TUL,DFW
3796,GRR,DFW
4142,AZO,ORD
4170,PIT,ORD
4331,MQT,TVC
4331,MQT,TVC
4514,DCA,RDU
4583,BDL,RDU
4624,RDU,DCA
4876,LGA,XNA
4876,LGA,XNA
4887,LGA,XNA
4954,DCA,LGA
4955,LGA,DCA
148,MSP,ORD
190,SAN,MSP
198,SJC,MSP
273,DTW,SAN
393,DTW,SNA
403,MSP,DFW
407,MSP,DFW
424,DTW,MCO
472,ATL,DTW
525,MEM,LAS
557,PHL,MSP
578,MSP,MCO
586,SEA,MSP
637,DCA,MKE
642,MSP,RSW
7,DFW,OGG
15,JFK,SFO
102,HNL,DFW
189,BOS,LAX
199,JFK,SEA
223,BOS,LAX
246,KOA,LAX
286,LIH,LAX
290,LGB,JFK
293,JFK,LGB
346,ORD,LGA
365,DFW,LAS
368,LGB,DFW
375,OMA,DFW
392,SFO,MIA
429,LGA,MIA
433,DCA,DFW
515,BHM,DFW
521,DCA,DFW
545,BOS,DFW
550,DFW,DCA
567,PBI,DFW
572,FLL,BOS
604,SAN,ORD
605,LAX,FLL
633,SJU,DFW
691,DFW,PSP
696,DFW,BOS
696,PDX,DFW
721,LGA,DFW
743,DFW,SEA
805,MIA,DFW
844,ORD,HPN
885,HSV,DFW
1011,EWR,DFW
1111,PHL,DFW
1135,ATL,DFW
1209,TPA,DFW
1219,LGA,PBI
1223,DTW,DFW
1225,JAX,DFW
1245,ORD,MSY
1281,PVD,ORD
1365,MSY,DFW
1409,ORD,SNA
1440,TPA,LGA
1453,LGA,MCI
1456,ONT,DFW
1517,BOS,MSY
1529,ORD,IAH
1533,FLL,LAX
1559,SDF,DFW
1570,SNA,STL
1648,SNA,DFW
1663,DCA,DFW
1672,DFW,BHM
1695,STL,DFW
1724,MIA,TPA
1733,EWR,ORD
1750,DFW,TUS
1753,BDL,DFW
1762,ORD,MIA
1816,ATL,ORD
1818,MIA,DFW
1827,STL,MSY
1841,TPA,DFW
1848,FAT,DFW
1964,LAX,FLL
1991,DFW,ABQ
1997,DFW,OAK
2008,ELP,DFW
2063,BOS,DFW
2069,MCO,ORD
2078,SJU,ORD
2229,DFW,HDN
2319,ORD,PSP
2373,MDW,DFW
2390,IAH,DFW
2408,LAX,DFW
2413,DFW,LAX
2499,PIT,DFW
2803,ATL,DFW
2823,ORF,DFW
2831,BWI,DFW
2837,RIC,DFW
2841,ORF,DFW
2851,EWR,DFW
2893,ATL,DFW
2936,DFW,MSY
2941,CMH,DFW
2948,DFW,MCI
60,JNU,KTN
60,JNU,KTN
60,JNU,KTN
60,JNU,KTN
61,SEA,JNU
61,SEA,JNU
61,SEA,JNU
61,SEA,JNU
61,SEA,JNU
62,ANC,JNU
64,ANC,JNU
64,ANC,JNU
64,ANC,JNU
65,KTN,WRG
65,KTN,WRG
65,PSG,JNU
65,PSG,JNU
65,PSG,JNU
65,SEA,KTN
65,SEA,KTN
65,SEA,KTN
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
67,SIT,JNU
67,SIT,JNU
69,KTN,JNU
69,SEA,KTN
70,ANC,JNU
70,ANC,JNU
70,JNU,SIT
73,SIT,JNU
73,SIT,JNU
75,SEA,JNU
75,SEA,JNU
82,SEA,SNA
83,MCO,SEA
144,BRW,FAI
199,SEA,ANC
328,SEA,SMF
335,LGB,SEA
360,SEA,SFO
384,SFO,PSP
405,SJC,SEA
515,BUR,SEA
522,PDX,PSP
526,SEA,PSP
642,SEA,RNO
707,PHX,PDX
93,JFK,OAK
42,MCO,JFK
339,JFK,RSW
341,JFK,RSW
243,LGB,FLL
344,RSW,JFK
57,JFK,PBI
129,JFK,MSY
1,JFK,FLL
17,JFK,FLL
107,JFK,OAK
48,OGG,IAH
1719,EWR,MCO
282,IAH,BOS
1205,LGA,CLE
1512,SJU,CLE
1208,ONT,IAH
75,LAX,HNL
48,OGG,IAH
133,LGA,IAH
769,LAS,EWR
438,EWR,MIA
72,HNL,IAH
1607,IAH,SFO
1707,IAH,SFO
1477,RSW,EWR
829,IAH,IND
1401,EWR,FLL
574,IAH,MSP
1435,CLE,PBI
6173,CVG,GSP
7653,DSM,ORD
7514,ORD,SYR
7482,ORD,CHS
6123,CVG,AVL
6230,CVG,CLT
6236,CVG,GSP
7285,IAD,PWM
7287,IAD,PWM
7624,ORD,PWM
7650,IAD,MDT
7735,IAD,IND
7706,ORF,ORD
6169,CID,CVG
6186,MKE,CVG
6196,ROA,CVG
7628,ORD,PWM
7426,ORD,JAX
7350,JAX,IAD
7391,SAV,ORD
7320,CLT,IAD
483,ATL,PNS
692,DFW,ATL
917,ATL,RSW
1081,CVG,RSW
2035,CLE,ATL
2595,BOS,RSW
1298,ATL,BDL
199,MCO,DFW
202,SEA,DFW
426,ABQ,DFW
1161,FLL,DFW
1468,PDX,DFW
1649,LGA,DFW
1719,JFK,DFW
1739,PBI,DFW
1995,ATL,DFW
2004,ATL,MSY
218,ATL,LGA
934,ATL,PHL
1902,CVG,PWM
2034,JAX,CVG
709,ATL,SLC
976,GSO,ATL
2178,EGE,CVG
500,DEN,OMA
504,LAX,DEN
548,SLC,ORD
579,RSW,ORD
620,SJC,ORD
620,SJC,ORD
621,DCA,ORD
631,SEA,SFO
682,ORD,LGA
686,ORD,LGA
688,ORD,LGA
690,ORD,LGA
738,SAN,SFO
784,ORD,SJU
816,SJC,DEN
928,PHX,ORD
942,DEN,ORD
967,SFO,SAN
1012,ORD,LGA
1035,MIA,ORD
1071,ORD,TUS
1112,PHX,ORD
1115,ORD,DFW
1134,ORD,RIC
1173,PBI,ORD
1243,IAD,SJU
1246,ORD,MHT
1290,MSY,ORD
1294,IAH,ORD
1296,SAT,ORD
1467,DEN,RNO
1662,ORD,SJU
950,CLT,ABE
612,MCO,ALB
604,LAS,CLT
685,PHL,FLL
642,PHL,LAS
17,PHL,LAX
438,MSY,LGA
858,CLT,LGA
1159,DCA,MCO
798,CLT,MHT
86,SAN,PHL
106,SEA,PHL
424,GSO,PHL
574,PBI,PHL
686,GSO,PHL
1131,CLT,PHL
1276,RSW,PHL
1484,MCO,PHL
540,MIA,PIT
740,SFO,PIT
814,FLL,PIT
1220,CLT,PIT
195,PHL,RDU
201,PHL,SFO
23,DAL,HOU
792,LAX,PHX
1240,OAK,LAS
446,OAK,ONT
1423,PDX,OAK
1589,PHX,ONT
289,RNO,LAS
2070,SLC,RNO
2032,ONT,LAS
1540,PHX,LAS
1589,PHX,ONT
1669,RNO,LAS
1609,ABQ,PHX
2865,ALB,LAS
72,DAL,MAF
1078,ABQ,PHX
2013,AUS,DAL
553,AUS,MAF
439,BUR,PHX
146,BWI,ISP
1722,BWI,MDW
1326,FLL,ISP
384,FLL,MDW
1364,HOU,PHX
371,HOU,STL
1383,LAX,MDW
273,LBB,DAL
438,MDW,ISP
1003,MDW,PHX
907,OAK,MDW
1528,PDX,PHX
1929,SDF,MDW
1622,SLC,PHX
1785,SLC,STL
2093,STL,MDW
1104,TPA,ISP
934,AUS,SAN
1385,BNA,ISP
1640,BNA,ISP
1208,BNA,MHT
1825,CMH,PHX
1252,LAS,MHT
336,MCI,MHT
1418,MCO,ISP
1715,MCO,ISP
257,PBI,ISP
1104,TPA,ISP
1304,TPA,ISP
2029,MSY,LAS
332,PVD,TPA
683,RDU,LAS
2113,TPA,LAX
1497,LAS,ORF
864,MCO,ORF
2231,BWI,PHX
1918,MCI,BNA
1792,SDF,MCO
2270,SMF,SNA
439,BUR,PHX
1962,HOU,OKC
1694,OMA,LAS
1509,LAS,AMA
1713,MSY,PHX
14,HOU,DAL
34,HRL,HOU
479,LAS,SAN
1501,OAK,SAN
2020,SAT,ELP
96,SJC,SAN
1060,SMF,SAN
1053,TUS,SAN
1036,BWI,MSY
1057,BWI,BDL
2375,MCO,MHT
332,PVD,TPA
259,CLE,MDW
550,FLL,MDW
1642,HOU,MDW
2224,HOU,SAT
500,MCI,MDW
1807,PVD,MDW
2029,MSY,LAS
1589,PHX,ONT
2093,STL,MDW
1084,GEG,PDX
1925,LAS,LIT
1713,MSY,PHX
2114,BWI,MHT
2489,MCO,FLL
638,OAK,SAN
139,SMF,SAN
26,HOU,DAL
1825,PHX,SMF
2676,BOI,RNO
1106,HOU,MDW
2032,LAS,RNO
1703,PHX,MCI
2381,SJC,RNO
2093,STL,MDW
836,CLE,MDW
828,SMF,BUR
1814,LAX,MSY
1785,SLC,STL
439,BUR,PHX
2876,MCO,PVD
634,MEM,LGA
644,MSP,RSW
672,SLC,MSP
682,MSP,PHL
691,MSP,BIS
695,DTW,GRB
707,MSP,GTF
745,DTW,MSP
778,LAS,MSP
799,EWR,MEM
800,MSY,MEM
803,EWR,DTW
806,OMA,MEM
820,MEM,ATL
821,ATL,MEM
824,DEN,MEM
844,MSP,MIA
857,MSP,GRB
857,MSY,MSP
877,MEM,LGA
881,TPA,MEM
882,LGA,MEM
920,HNL,MSP
927,SEA,OGG
927,SEA,OGG
944,SEA,MEM
953,MCO,MEM
981,MEM,SEA
1032,ONT,MSP
1042,MSP,EWR
1046,BIL,MSP
1067,BWI,MSP
1085,EWR,MSP
1158,MSP,CLE
1172,MSP,BNA
1177,DTW,SAT
1196,LAS,DTW
1233,MSP,COS
1296,MSP,CVG
1423,ATL,MSP
1433,ATL,MSP
1474,MSY,DTW
1476,MSY,DTW
1478,MSY,DTW
1483,CLT,MSP
1484,MSO,MSP
1510,RNO,MSP
1578,DTW,CLT
1590,IAH,MEM
1597,FLL,MEM
1617,SJU,DTW
1626,JAC,MSP
1626,MSP,RDU
1634,MSP,DFW
1635,MSP,HDN
1651,SJU,MEM
1690,DTW,RDU
1720,MSN,DTW
1749,DTW,BHM
1753,DTW,MCI
1774,DTW,PHL
1805,MSP,IAH
1818,DTW,HPN
1828,IAH,DTW
1851,BOS,MEM
1857,BWI,MEM
1938,IND,MEM
1943,MEM,MKE
1945,PHL,MEM
5707,ATL,ICT
5783,ATL,HPN
5530,ABE,CVG
5742,CVG,COS
5200,CVG,DTW
5892,DAY,ATL
5852,ATL,DSM
5852,DSM,ATL
5855,FNT,ATL
5687,GRR,ATL
5263,LGA,RIC
5812,ISP,ATL
5651,STL,JFK
5665,SDF,ATL
5534,ABE,ATL
5332,AVP,ATL
5561,GSO,LGA
5214,CHS,LGA
5786,CVG,HPN
5465,ORD,JFK
5413,BNA,LGA
5546,PWM,LGA
5814,CVG,ISP
5508,RDU,LGA
5025,CVG,FLL
5768,CVG,ERI
5855,ATL,DSM
5249,ATL,SYR
5291,ATL,CAK
5151,ATL,ATW
5390,CHS,CVG
5857,CVG,DSM
5447,FNT,CVG
5802,IAD,CVG
5450,ATL,FNT
5786,HPN,CVG
5834,MCI,CVG
5051,ORF,CVG
5361,ATL,BUF
5431,JAX,JFK
5393,CHS,DCA
5514,RDU,LGA
5787,ATL,HPN
5608,SAV,LGA
5451,ATL,BUF
5312,ATL,ABE
5035,CVG,LGA
5127,BHM,LGA
5018,GSO,LGA
5763,SBN,ATL
5808,ATL,JFK
5788,CVG,HPN
5136,CAE,LGA
5539,CVG,ABE
5551,PWM,LGA
5392,CHS,LGA
5816,CVG,ISP
5816,CVG,ISP
5437,JAX,LGA
5435,JAX,LGA
5138,CAE,LGA
5540,ATL,ABE
5817,ATL,ISP
5525,CVG,SRQ
5588,ATL,MDT
5326,CVG,MHT
9521,IAH,SJT
3781,AUS,SHV
6526,LAX,TUS
3834,SLC,GTF
3835,SLC,GTF
3715,DFW,DEN
6010,ACV,SFO
6011,SMF,CEC
6491,LAX,DEN
3780,SLC,SMF
6180,ACV,MRY
6187,BFL,SJC
6234,RDD,SMF
6240,RDM,MRY
6375,SBA,MRY
6427,MRY,SJC
6433,MFR,MRY
6097,LAX,SFO
9517,IAH,ACT
9537,IAH,ACT
6300,MFR,PDX
6853,ORD,MSP
6010,CEC,SMF
6058,FAT,ONT
6108,LAX,SBA
6143,SMX,ONT
6068,IPL,PSP
6097,LAX,SFO
6147,LAX,SBP
6255,SFO,SMX
6847,ROA,IND
3605,CPR,PIH
6440,SFO,SMF
3941,SLC,HLN
3640,SLC,RNO
3795,MSY,AUS
6578,LAX,FAT
6248,SFO,LAX
6300,MFR,PDX
6083,IYK,ONT
6847,ROA,FWA
2187,GSP,IAH
3446,DTW,EWR
2292,MHT,EWR
2846,MEM,CLE
2114,MSP,CLE
2435,SDF,EWR
2150,BNA,CLE
2129,GSP,CLE
3345,CLT,EWR
3459,AVL,EWR
2824,BHM,EWR
2397,PVD,CLE
2750,CHS,EWR
2759,MHT,CLE
2044,ORD,CLE
2089,TYS,IAH
2383,BTV,EWR
2911,CLT,IAH
2669,BUF,EWR
2887,SAV,IAH
2687,IAH,MAF
2387,AVL,EWR
2147,CVG,EWR
2464,BOS,CLE
3233,MSY,CLE
2084,HSV,EWR
2414,CLE,LGA
3308,CVG,EWR
2774,DAY,EWR
2221,MKE,CLE
3482,SAT,CLE
2874,DAB,EWR
2477,GSO,EWR
2460,CLE,ABE
2556,EWR,OKC
2803,AUS,CLE
2104,CLE,ISP
2594,CLE,PHL
2454,CAE,EWR
2136,MDW,CLE
2104,CLE,ISP
2925,JAX,IAH
2335,SDF,EWR
2474,IAH,BTR
2906,IAH,MEM
2196,CLE,RDU
3427,CLE,MEM
2483,IAH,LCH
2969,PVD,EWR
2517,SAV,EWR
2302,CLE,ORD
3368,COS,IAH
2099,EWR,MEM
2750,CHS,EWR
2417,SAV,EWR
3260,ALB,EWR
2852,CLT,EWR
3247,MCI,CLE
3384,IAH,COS
2889,JAX,IAH
3229,IAD,IAH
2120,ORD,CLE
2517,SAV,EWR
3360,MSP,EWR
2933,AGS,EWR
2196,CLE,RDU
202,MDW,LGA
214,MDW,LGA
284,MDW,EWR
414,IND,LGA
935,MDW,SFO
48,OGG,SFO
87,PHL,SFO
143,ORD,SFO
150,SFO,ORD
157,MCO,ORD
179,BOS,SFO
201,IAD,SFO
211,IAD,SAN
221,IAD,SEA
224,SEA,IAD
238,ORD,BUF
244,DEN,ORD
276,LAX,MCO
340,PDX,ORD
406,DEN,LGA
408,DEN,LGA
277,ATL,SAN
264,STT,ATL
2046,SLC,ANC
214,EGE,ATL
2178,EGE,CVG
316,HNL,ATL
240,ATL,PWM
482,CVG,MHT
973,ATL,LGA
1588,ATL,LGA
1924,ATL,CLE
2216,DFW,LGA
2464,FLL,LGA
2576,MCO,LGA
2588,FLL,EWR
2231,CVG,PHX
427,CVG,SEA
728,ATL,ORD
1659,ATL,ORD
214,EGE,ATL
2178,EGE,CVG
214,EGE,ATL
1270,RSW,CVG
443,RIC,ATL
652,PSP,ATL
811,CVG,RSW
1782,JAX,ATL
1772,ATL,LGA
432,DEN,ATL
2052,ATL,MKE
1879,JAX,DFW
1604,SLC,DTW
2544,LAS,FLL
1064,ATL,PHL
1991,LAX,JFK
349,BDL,ATL
364,MCI,ATL
562,SRQ,ATL
775,LGA,ATL
891,PVD,ATL
2036,ATL,RDU
4135,ATL,VPS
4137,ATL,VPS
4142,ATL,VPS
4158,ATL,TYS
4224,BTR,DFW
4243,LEX,DFW
4267,BOS,JFK
4299,JAN,DFW
4313,ATL,MGM
4337,ATL,TRI
4363,ATL,HTS
4384,MGM,DFW
4400,HSV,DFW
4412,ATL,SBN
4458,CAE,DFW
4470,DFW,SHV
4496,DFW,CHS
4498,BNA,DFW
4503,ATL,XNA
4506,DFW,JFK
4516,PFN,DFW
4521,ATL,SAT
4579,DFW,RDU
4586,DFW,LIT
4628,VLD,ATL
4646,PIA,ATL
4650,MLU,DFW
4660,ABY,ATL
4707,XNA,DFW
4734,RDU,DFW
4737,DFW,PHX
4756,ATL,JFK
4796,PNS,DFW
4809,ELP,DFW
4845,EYW,ATL
4847,ATL,EYW
4887,DFW,VPS
301,ATL,DEN
576,ATL,EWR
372,ATL,LGA
852,ATL,MSP
123,ATL,FLL
1711,MDW,ATL
20,ATL,MDW
574,ATL,EWR
531,ATL,MEM
856,ATL,MSP
852,ATL,MSP
1711,ATL,PNS
604,ATL,MKE
480,MCO,BWI
587,PHX,GEG
680,SEA,PHX
896,ORD,LAS
285,ORD,PHX
763,PHX,SMF
803,PHX,SFO
652,PHX,SNA
116,LAS,LAX
685,PHX,EWR
277,PDX,PHX
32,PHX,LAX
405,BOS,LAX
98,PIT,PHX
3005,LAX,SBP
3035,LAX,SBA
3065,LAX,SAN
3141,SJC,SAN
3206,SJC,LAX
3233,LAX,SFO
3242,SJC,SBP
3259,DFW,ILE
3297,DFW,ILE
3340,ILE,DFW
3354,SJT,DFW
3395,DFW,ILE
3402,LAW,DFW
3407,DFW,ILE
3442,SHV,DFW
3470,BTR,DFW
3470,BTR,DFW
3480,MAF,DFW
3502,HSV,DFW
3523,DFW,CLE
3558,MAF,DFW
3577,MEM,DFW
3577,MEM,DFW
3588,DAY,DFW
3606,CLE,DFW
3607,DFW,CLE
3648,GSO,DFW
3665,DFW,CMH
3691,DFW,BTR
3758,GSP,DFW
3758,GSP,DFW
3778,TYS,DFW
3999,ORD,BNA
4015,ORD,ROC
4054,ORD,DSM
4116,OKC,ORD
4130,EVV,ORD
4259,ORD,MEM
4341,ORD,CLE
4363,ORD,CHA
4388,SDF,ORD
4463,ORD,DLH
4465,ORD,DLH
4510,BOS,EWR
4515,BOS,EWR
4598,RDU,PHL
4609,PHL,RDU
4631,DCA,RDU
4689,RDU,BOS
4764,RDU,JFK
4831,RDU,LGA
4846,CMH,LGA
4848,DTW,LGA
4859,LGA,CLE
4885,PWM,LGA
4887,LGA,XNA
4891,RDU,LGA
104,PHX,MSP
116,SNA,MSP
137,ORD,MSP
151,ORD,MSP
164,SEA,MSP
180,LAX,MEM
210,DTW,LGA
210,SEA,DTW
215,BOS,DTW
272,SFO,MEM
293,DTW,MEM
302,LAX,MSP
404,DFW,MSP
414,DFW,MSP
508,MSP,LGA
514,MSP,LGA
514,MSP,LGA
524,LAS,MEM
524,LAS,MEM
554,MSP,LGA
576,MSP,MCO
592,PDX,MSP
30,LAX,JFK
59,JFK,SFO
102,HNL,DFW
149,IAD,LAX
270,SNA,JFK
282,PHX,JFK
293,JFK,LGB
352,ORD,LGA
354,ORD,LGA
360,ORD,LGA
366,ORD,LGA
370,ORD,LGA
376,SFO,DFW
407,ORD,STL
444,SNA,DFW
470,AUS,DFW
474,SAT,ORD
476,BUR,DFW
526,DFW,MFE
528,COS,DFW
531,MSP,DFW
577,BOS,DFW
582,STL,LGA
610,SJU,JFK
624,ABQ,DFW
626,FLL,LGA
671,MIA,STT
682,STL,LGA
710,DFW,LGA
712,DFW,LGA
716,ORD,MCO
750,DFW,LGA
760,DFW,LGA
766,DFW,LGA
775,MCO,SJU
804,FLL,LGA
840,SMF,DFW
1067,DFW,COS
1112,PBI,LGA
1142,MCI,LGA
1170,BUR,DFW
1180,PDX,DFW
1184,ORD,EWR
1282,TPA,LGA
1293,LGA,MSY
1298,MIA,LGA
1316,LAS,ORD
1361,DFW,COS
1376,ORD,HPN
1381,BOS,MIA
1409,ORD,SNA
1418,SAN,DFW
1437,MIA,ORD
1453,LGA,MCI
1454,HOU,LGA
1489,MIA,ORD
1495,RDU,DFW
1506,PBI,LGA
1534,MFE,DFW
1549,SJU,DFW
1565,DCA,DFW
1588,DFW,MCI
1604,DFW,DCA
1620,MCO,LGA
1647,EWR,DFW
1663,DCA,DFW
1681,PIT,DFW
1694,LAS,DFW
1734,SFO,MIA
1734,SFO,MIA
1736,MIA,LGA
1768,LAS,DFW
1782,DFW,RDU
1802,PSP,DFW
1821,BHM,DFW
1828,ORD,PVD
1831,HPN,ORD
1832,MCO,LGA
1862,SAN,ORD
1876,SAN,DFW
1885,BWI,SJU
1897,BOS,DFW
1940,ORD,BOS
1959,CMH,DFW
1967,TPA,ORD
1969,RSW,ORD
1980,OAK,DFW
1986,ORD,MIA
1988,IAH,ORD
2060,SEA,DFW
2064,ABQ,ORD
2067,MEM,DFW
2155,RNO,DFW
2197,LAS,MIA
2197,LAS,MIA
2200,PHX,DFW
2225,RDU,MIA
2229,DFW,HDN
2236,DFW,MDW
2252,JAC,ORD
2262,EGE,DFW
2321,ORD,DFW
2392,EGE,LGA
2396,EGE,EWR
2430,LAX,DFW
2456,MTJ,ORD
2927,DFW,DEN
2968,DEN,DFW
2969,STL,DFW
2978,DFW,MCI
60,JNU,KTN
60,JNU,KTN
61,SEA,JNU
61,SEA,JNU
61,SEA,JNU
61,SEA,JNU
61,YAK,CDV
62,JNU,SIT
64,ANC,JNU
64,ANC,JNU
64,ANC,JNU
64,ANC,JNU
64,ANC,JNU
64,JNU,PSG
64,PSG,WRG
64,PSG,WRG
64,WRG,KTN
65,KTN,WRG
65,PSG,JNU
65,PSG,JNU
65,PSG,JNU
66,ANC,CDV
66,ANC,CDV
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
66,YAK,JNU
67,SIT,JNU
69,KTN,JNU
70,ANC,JNU
76,JNU,SEA
122,ANC,AKN
145,FAI,BRW
151,ANC,OTZ
151,ANC,OTZ
151,OTZ,OME
153,OTZ,OME
211,LAX,SFO
230,PDX,SAN
231,SAN,SEA
332,SEA,LGB
342,SEA,LGB
356,OAK,SNA
415,BUR,PDX
437,LAX,GEG
492,SEA,SNA
547,LAX,SEA
553,SAN,SEA
576,SEA,LAX
677,LAX,RNO
66,JFK,RSW
217,JFK,LGB
448,TPA,BOS
385,JFK,FLL
304,IAH,SLC
746,IAH,ORD
732,IAH,LGA
1506,EGE,IAH
1087,MCO,IAH
1016,RSW,CLE
238,EWR,MIA
1144,EWR,MDW
400,FLL,EWR
73,IAH,HNL
1135,EWR,DFW
1580,SEA,EWR
539,MIA,EWR
1632,IAH,LGA
1715,MCO,EWR
1034,PHX,EWR
62,IAH,EWR
1448,IAH,FLL
14,HNL,EWR
1680,SEA,EWR
1670,MCO,CLE
1720,SLC,IAH
1819,TPA,EWR
731,MCO,CLE
508,SEA,CLE
1784,FLL,CLE
134,PHX,EWR
1135,EWR,DFW
482,IAH,BOS
704,JAX,EWR
1676,IAH,PHL
7579,DSM,ORD
6222,BOS,BGR
7286,IAD,PWM
6125,CVG,AZO
6155,DCA,JFK
6176,BOS,JFK
6178,BOS,JFK
6257,RDU,JFK
6280,PHL,JFK
7211,IAD,LGA
7408,ORD,BNA
7628,ORD,PWM
6139,CVG,CHO
7604,ORD,HPN
6138,CVG,CHA
6206,TOL,CVG
6208,CVG,TRI
7891,IAD,RDU
6127,BOS,BGR
6196,ROA,CVG
7248,ORD,ABE
7236,IAD,BOS
6179,CVG,LAN
7491,BHM,ORD
7530,ORD,IND
7587,SAV,ORD
6188,BOS,PHL
7278,ORD,JAX
7400,TUL,ORD
7280,IAD,BTV
7272,IAD,BTV
7475,CAE,ORD
7234,ORD,ICT
7746,OKC,ORD
7786,IAD,CLE
7891,IAD,RDU
2032,ATL,STL
571,CVG,SLC
199,MCO,DFW
365,TPA,DFW
381,LGA,DFW
411,ATL,PHX
905,BOS,DFW
1425,ATL,PHX
1462,SLC,DFW
1629,CVG,PHX
1739,DFW,SAN
1879,JAX,DFW
348,ATL,MHT
871,ATL,LGA
918,ATL,VPS
973,ATL,LGA
1108,ATL,CMH
1588,ATL,LGA
1629,CVG,PHX
1764,DCA,LGA
1910,CVG,LGA
2548,TPA,LGA
2556,TPA,JFK
2576,MCO,LGA
2578,MCO,LGA
2592,PBI,LGA
307,ATL,TUS
460,ATL,COS
510,SLC,CVG
917,ATL,RSW
